Mootmisaeg,Kunda,Ristna,Vaike-Maarja,Toravere,Sorve,Viljandi,Narva-Joesuu,Kuusiku,Laane-Nigula,Parnu,Mustvee,Voru,Tyri,Valga,Tallinn
10.01.2017,52,38,56,52,34,43,86,42,45,29,33,61,51,67,41
11.01.2017,52,37,56,52,34,43,86,42,44,29,33,60,52,66,41
12.01.2017,53,38,55,52,35,43,86,42,45,28,33,61,51,66,42
13.01.2017,54,39,56,53,35,43,87,43,46,29,34,61,52,67,42
14.01.2017,52,37,,52,33,42,86,42,41,26,33,60,50,65,41
15.01.2017,54,38,,52,33,41,85,42,41,27,33,61,50,64,42
16.01.2017,53,37,53,51,33,40,84,42,41,27,32,58,50,62,42
17.01.2017,52,37,52,51,33,40,83,42,41,26,32,56,50,63,41
18.01.2017,52,37,52,51,33,41,82,42,41,26,32,56,50,62,41
19.01.2017,52,38,53,50,33,41,82,43,42,28,32,56,50,62,42
20.01.2017,53,38,53,51,34,42,82,43,43,28,32,57,50,63,42
21.01.2017,52,38,54,52,34,42,82,42,44,27,33,57,50,64,42
22.01.2017,53,38,53,51,34,42,82,42,44,26,32,57,50,64,42
23.01.2017,54,40,54,51,35,42,83,43,46,28,33,58,51,65,43
24.01.2017,53,39,54,52,35,44,84,43,46,29,33,59,51,65,43
25.01.2017,53,38,53,53,34,43,85,42,45,27,33,60,50,65,42
26.01.2017,53,38,53,52,34,43,86,42,45,26,33,60,,65,41
27.01.2017,53,39,54,53,35,43,88,43,46,28,33,61,50,66,42
28.01.2017,54,39,55,53,34,43,89,42,45,27,34,61,50,66,43
29.01.2017,54,38,55,53,35,43,88,42,45,28,34,61,50,65,42
30.01.2017,53,39,55,52,35,43,88,42,46,27,33,61,50,65,42
31.01.2017,54,42,55,53,37,44,88,44,47,30,34,62,51,66,43
01.02.2017,53,37,54,53,36,43,87,40,42,26,33,62,49,66,42
02.02.2017,54,38,54,53,35,43,87,40,43,26,33,62,49,66,42
03.02.2017,53,39,54,53,36,44,88,40,43,27,34,62,49,66,43
04.02.2017,54,39,54,54,37,44,87,40,44,26,34,62,49,66,44
05.02.2017,55,39,55,54,36,43,89,40,43,26,34,63,50,66,43
06.02.2017,53,39,54,54,36,44,87,39,43,26,34,62,49,66,42
07.02.2017,52,38,52,51,35,42,85,38,41,25,33,60,48,64,41
08.02.2017,53,37,52,51,34,42,86,38,41,25,33,61,48,64,41
09.02.2017,53,38,53,51,35,42,87,39,42,26,33,61,48,64,41
10.02.2017,53,38,52,51,35,42,87,39,42,26,33,61,48,65,41
11.02.2017,53,38,52,51,35,42,87,38,41,25,32,61,47,65,41
12.02.2017,53,37,53,51,35,42,87,38,41,25,33,60,47,64,41
13.02.2017,52,37,52,50,35,41,86,38,41,24,32,60,47,64,41
14.02.2017,53,39,52,50,35,42,87,39,42,25,33,61,48,64,42
15.02.2017,53,38,52,51,35,42,86,38,41,25,33,61,48,64,41
16.02.2017,54,38,52,52,35,42,87,39,42,26,33,61,48,65,42
17.02.2017,54,40,52,52,36,43,88,39,43,26,33,61,48,65,42
18.02.2017,56,40,54,56,39,47,91,41,45,28,36,63,50,68,44
19.02.2017,53,38,51,51,36,42,85,38,43,26,33,62,48,65,42
20.02.2017,54,39,55,53,36,45,88,42,46,30,35,64,52,68,44
21.02.2017,54,38,58,55,36,45,89,44,47,29,35,66,52,69,44
22.02.2017,52,37,56,53,35,43,84,42,45,27,33,64,50,67,42
23.02.2017,52,37,56,52,34,43,84,42,45,27,33,63,50,65,42
24.02.2017,52,36,56,52,35,43,84,41,43,27,33,63,49,64,42
25.02.2017,51,36,54,52,34,42,82,43,43,27,33,63,49,63,42
26.02.2017,51,36,52,52,35,40,79,36,42,25,32,63,43,63,41
27.02.2017,50,35,52,51,35,40,78,35,41,26,32,63,43,63,41
28.02.2017,49,34,51,50,34,39,77,35,40,25,31,62,42,61,40
01.03.2017,51,38,52,51,37,40,78,37,45,28,32,63,43,63,42
02.03.2017,54,36,56,54,35,44,83,39,45,29,34,65,45,67,43
03.03.2017,53,36,57,52,34,42,89,39,44,26,33,64,46,65,41
04.03.2017,53,37,58,53,35,43,92,41,46,27,33,64,48,66,42
05.03.2017,53,37,56,53,34,43,90,40,45,26,33,64,47,67,42
06.03.2017,54,37,57,52,35,43,90,41,45,26,33,64,48,67,42
07.03.2017,54,37,57,52,35,44,91,41,45,27,33,64,48,67,42
08.03.2017,54,38,58,52,36,45,92,43,48,31,35,64,50,68,43
09.03.2017,53,37,56,50,33,41,92,41,42,25,33,60,47,62,41
10.03.2017,53,35,56,51,32,42,92,40,40,24,33,61,47,64,41
11.03.2017,54,36,57,52,34,43,93,40,41,25,33,61,48,65,42
12.03.2017,54,37,57,53,35,43,93,41,42,25,33,62,48,66,42
13.03.2017,54,37,57,53,35,43,94,41,42,25,33,63,48,66,42
14.03.2017,54,37,57,53,34,43,94,41,42,25,33,63,48,66,41
15.03.2017,54,38,58,54,35,44,94,42,44,26,33,63,49,67,42
16.03.2017,53,37,58,54,35,45,93,42,44,27,34,64,49,68,42
17.03.2017,54,38,59,54,35,44,93,42,45,26,34,63,49,67,42
18.03.2017,54,38,60,55,36,46,92,44,46,28,35,64,50,69,43
19.03.2017,53,38,59,54,34,44,91,42,45,26,34,63,49,67,42
20.03.2017,54,37,60,55,35,45,92,43,46,27,34,64,49,68,42
21.03.2017,55,38,61,56,35,46,91,44,46,28,34,64,51,69,42
22.03.2017,54,38,61,56,35,45,91,43,46,28,35,64,50,69,42
23.03.2017,54,37,61,55,34,45,89,43,46,26,34,63,49,68,42
24.03.2017,54,38,61,56,35,45,89,43,46,27,34,64,50,69,42
25.03.2017,55,38,62,56,35,45,89,43,46,27,35,64,51,69,42
26.03.2017,56,38,63,57,35,46,89,44,47,28,35,64,52,70,43
27.03.2017,55,38,62,57,35,45,89,44,46,27,35,64,52,70,42
28.03.2017,55,38,62,57,35,45,89,44,47,27,35,64,52,70,42
29.03.2017,55,38,63,57,35,45,89,44,47,27,35,64,52,70,42
30.03.2017,56,38,63,57,35,46,89,44,47,27,35,64,53,70,42
31.03.2017,56,38,63,57,35,46,89,44,47,28,35,65,53,70,42
01.04.2017,56,38,63,57,35,45,90,44,46,28,35,64,52,68,42
02.04.2017,57,39,64,57,36,46,90,45,48,29,36,65,53,70,43
03.04.2017,57,39,64,57,36,46,90,45,48,29,36,65,54,70,43
04.04.2017,56,38,64,57,35,46,90,46,49,29,35,65,54,71,43
05.04.2017,56,38,64,58,36,46,91,45,48,29,35,65,54,71,42
06.04.2017,56,38,65,58,35,46,90,45,48,28,36,65,54,71,42
07.04.2017,57,38,65,57,35,46,91,45,48,28,35,65,54,71,43
08.04.2017,57,39,65,58,35,46,91,46,48,29,36,65,55,71,43
09.04.2017,56,38,64,57,35,46,91,44,47,28,35,65,54,71,42
10.04.2017,56,39,65,57,35,46,91,45,48,29,36,65,55,71,43
11.04.2017,57,39,66,58,35,47,91,45,49,30,36,66,55,72,43
12.04.2017,57,39,65,58,35,46,91,45,48,29,36,65,55,71,42
13.04.2017,56,38,65,58,36,46,90,45,48,30,36,65,55,71,42
14.04.2017,55,38,63,58,35,46,84,46,48,30,36,65,56,71,43
15.04.2017,53,38,63,57,35,46,78,45,48,29,35,64,54,70,42
16.04.2017,54,38,64,57,35,46,79,45,48,29,35,64,55,70,42
17.04.2017,55,39,64,57,35,46,80,45,48,29,35,64,55,71,42
18.04.2017,55,38,64,57,34,46,80,45,48,29,35,64,55,70,42
19.04.2017,55,38,65,57,35,46,82,45,48,29,35,64,55,70,42
20.04.2017,57,38,65,57,35,46,84,45,48,29,35,64,55,71,42
21.04.2017,57,40,66,58,35,46,88,46,50,30,36,65,56,71,43
22.04.2017,56,39,65,58,35,47,89,46,49,31,36,65,56,72,44
23.04.2017,56,39,65,58,35,46,90,45,48,30,36,65,55,71,43
24.04.2017,56,38,64,56,35,45,90,44,47,29,35,63,54,70,42
25.04.2017,56,39,64,56,35,46,89,45,47,29,35,64,54,70,42
26.04.2017,56,38,65,63,34,47,93,45,47,30,40,66,56,74,43
27.04.2017,56,39,65,56,35,45,89,45,48,29,35,63,54,70,43
28.04.2017,56,38,64,56,35,45,91,45,47,29,35,64,54,70,42
29.04.2017,56,38,64,57,35,46,89,45,47,29,34,65,54,71,42
30.04.2017,60,40,,60,39,50,93,49,50,35,38,66,58,74,44
01.05.2017,55,37,,56,34,45,89,44,46,28,34,64,53,69,42
02.05.2017,56,38,64,57,35,45,90,44,47,29,34,64,54,70,42
03.05.2017,56,38,65,57,35,46,91,45,48,29,35,65,55,71,42
04.05.2017,57,38,65,57,35,46,91,45,47,29,35,65,55,71,42
05.05.2017,57,38,65,57,35,46,91,45,48,29,35,66,55,71,42
06.05.2017,57,38,66,58,36,47,92,46,48,30,35,66,56,72,42
07.05.2017,57,39,66,58,36,47,92,45,49,30,35,67,56,73,43
08.05.2017,57,39,66,58,36,47,92,45,49,30,35,67,56,73,43
09.05.2017,58,39,66,58,36,47,92,46,49,30,35,67,56,73,42
10.05.2017,57,38,66,58,36,47,93,46,49,30,35,68,56,73,42
11.05.2017,58,38,67,59,36,47,93,46,49,30,36,69,57,73,43
12.05.2017,58,38,67,59,36,47,93,46,49,30,36,69,57,74,42
13.05.2017,59,39,67,59,36,47,94,46,49,30,35,69,57,74,43
14.05.2017,59,39,67,59,37,48,94,47,50,30,35,70,57,74,43
15.05.2017,59,39,67,60,37,48,95,47,50,31,36,70,58,75,43
16.05.2017,59,40,68,60,37,48,95,47,50,32,36,71,58,76,43
17.05.2017,59,40,67,59,37,48,94,47,50,30,35,69,57,74,42
18.05.2017,59,41,68,60,39,49,95,47,51,32,36,71,58,75,43
19.05.2017,60,40,68,61,37,50,96,48,51,32,37,71,59,76,44
20.05.2017,60,41,69,61,38,49,97,48,51,32,37,72,59,76,43
21.05.2017,60,41,69,62,38,50,98,48,52,32,37,72,60,77,44
22.05.2017,60,41,69,62,38,50,99,49,52,32,36,72,60,77,43
23.05.2017,60,41,70,62,38,50,100,49,52,32,37,73,60,78,44
24.05.2017,60,41,70,62,38,50,101,49,52,32,37,73,60,78,44
25.05.2017,60,42,70,60,38,50,102,48,51,31,37,71,60,75,43
26.05.2017,60,41,70,61,38,49,99,47,51,31,37,69,59,76,43
27.05.2017,59,41,70,61,38,49,100,47,51,31,36,69,59,76,43
28.05.2017,59,42,71,61,38,50,101,48,52,32,37,70,60,77,43
29.05.2017,60,43,72,62,39,51,101,49,53,32,37,71,61,78,44
30.05.2017,60,42,72,63,38,51,102,49,53,33,37,72,61,78,44
31.05.2017,59,43,73,60,38,51,102,50,53,32,38,70,62,76,44
01.06.2017,61,42,73,61,40,52,104,49,53,34,39,71,61,77,45
02.06.2017,57,41,70,59,37,50,98,48,52,31,37,69,60,75,43
03.06.2017,57,41,70,60,37,50,99,48,52,31,36,70,60,76,43
04.06.2017,58,42,70,61,38,50,99,49,52,32,37,71,61,77,43
05.06.2017,58,42,72,61,39,51,101,49,52,32,37,71,62,78,43
06.06.2017,59,42,73,62,39,52,102,50,53,33,38,72,62,78,45
07.06.2017,59,40,70,60,37,50,102,49,52,32,37,70,61,76,43
08.06.2017,60,42,72,62,39,52,104,50,55,34,37,72,62,78,43
09.06.2017,61,40,75,64,36,52,104,51,52,33,41,74,63,78,45
10.06.2017,57,41,66,58,36,48,97,47,50,31,36,68,58,73,43
11.06.2017,58,41,68,59,37,48,100,46,51,32,36,70,59,74,43
12.06.2017,59,42,69,60,38,49,101,46,52,32,38,71,60,75,44
13.06.2017,58,42,69,60,37,49,96,48,52,35,37,69,59,74,45
14.06.2017,57,41,66,58,36,48,93,45,49,32,37,66,56,72,43
15.06.2017,56,40,65,58,36,47,93,45,48,31,35,65,56,71,43
16.06.2017,57,41,67,60,36,48,95,46,50,32,36,66,58,73,43
17.06.2017,58,41,68,61,37,49,97,47,50,32,36,68,59,75,43
18.06.2017,59,42,69,62,37,50,100,47,51,33,37,69,60,75,44
19.06.2017,58,43,68,63,37,50,100,48,52,33,37,70,60,77,44
20.06.2017,58,42,69,62,38,50,101,47,50,33,37,70,60,77,43
21.06.2017,59,42,68,61,38,50,99,48,51,33,38,70,57,77,44
22.06.2017,56,41,66,60,37,49,96,45,48,32,36,70,56,77,43
23.06.2017,57,42,66,61,38,50,97,46,49,32,36,69,56,76,43
24.06.2017,58,42,67,61,38,51,99,46,50,33,36,69,57,78,43
25.06.2017,59,43,69,63,39,52,101,48,51,34,37,71,59,79,44
26.06.2017,58,42,67,61,38,50,101,46,50,32,37,70,57,77,43
27.06.2017,57,43,67,61,38,51,99,46,50,32,37,68,56,76,43
28.06.2017,57,43,66,61,39,50,97,45,48,32,36,67,55,77,43
29.06.2017,58,43,67,62,38,51,99,45,49,33,36,68,56,77,43
30.06.2017,59,43,68,64,39,52,101,46,50,34,37,70,58,80,43
01.07.2017,62,45,70,65,45,54,104,52,52,39,45,72,60,81,44
02.07.2017,59,42,67,61,38,51,97,46,49,32,40,68,55,74,44
03.07.2017,58,42,67,59,37,48,96,45,49,32,36,66,56,71,44
04.07.2017,59,42,67,60,36,48,97,45,49,32,37,67,56,71,44
05.07.2017,57,43,66,59,37,48,95,46,49,32,35,65,56,71,44
06.07.2017,57,42,67,60,37,47,96,45,49,32,35,65,57,71,43
07.07.2017,57,42,67,60,38,47,96,45,50,33,35,65,57,71,43
08.07.2017,57,43,68,61,38,47,98,46,51,32,36,66,58,72,43
09.07.2017,58,43,69,63,39,48,101,48,52,33,37,67,59,74,44
10.07.2017,60,44,70,62,38,49,103,48,52,33,36,68,60,75,44
11.07.2017,60,43,70,62,,49,104,48,52,33,37,68,60,75,44
12.07.2017,60,45,71,63,,51,106,48,54,34,40,69,62,76,45
13.07.2017,61,43,70,63,37,48,107,48,53,34,43,76,59,76,45
14.07.2017,59,43,70,60,38,51,94,49,52,35,36,67,60,75,45
15.07.2017,56,42,66,57,36,46,92,46,50,32,35,64,55,70,43
16.07.2017,58,42,,59,36,47,93,47,51,32,35,65,57,71,44
17.07.2017,59,43,,60,36,48,95,47,52,33,36,66,58,72,44
18.07.2017,59,43,69,60,37,48,95,48,52,34,37,66,59,73,45
19.07.2017,58,44,67,59,37,48,94,47,51,34,37,66,58,72,44
20.07.2017,57,42,66,58,37,47,92,46,50,32,35,64,56,72,43
21.07.2017,58,43,67,59,37,47,92,47,51,32,36,65,57,72,44
22.07.2017,59,43,68,60,37,48,94,48,52,33,36,66,58,73,44
23.07.2017,60,43,69,61,38,48,96,49,53,33,36,67,57,74,45
24.07.2017,60,44,69,62,38,49,96,49,53,33,35,68,58,75,45
25.07.2017,60,44,70,62,39,49,97,49,54,34,36,68,59,76,45
26.07.2017,60,44,70,62,39,49,98,49,54,34,36,68,59,75,
27.07.2017,60,44,70,63,39,49,99,49,53,34,36,69,59,76,44
28.07.2017,60,49,73,64,43,54,100,51,56,37,38,71,64,79,46
29.07.2017,60,45,72,63,41,49,101,49,54,35,37,70,60,75,45
30.07.2017,61,41,73,64,38,49,103,49,53,33,38,71,60,75,45
31.07.2017,61,42,72,63,39,49,102,49,54,34,37,70,60,76,45
01.08.2017,62,42,72,64,38,50,103,50,54,34,38,71,61,77,45
02.08.2017,58,42,72,64,39,50,103,49,53,34,37,70,61,76,44
03.08.2017,58,44,73,64,39,50,104,51,54,35,38,73,62,78,46
04.08.2017,57,43,72,64,40,50,103,50,54,35,37,68,61,76,44
05.08.2017,59,42,72,64,38,51,100,50,53,36,40,68,61,75,47
06.08.2017,58,40,67,59,36,47,94,47,50,32,36,66,56,74,45
07.08.2017,57,40,66,59,36,46,91,47,49,32,36,65,57,74,47
08.08.2017,56,40,67,59,37,46,92,47,51,33,38,65,59,75,43
09.08.2017,57,39,67,61,37,47,93,46,48,33,36,66,57,76,43
10.08.2017,57,40,68,62,38,48,94,47,49,33,37,67,59,78,43
11.08.2017,58,41,68,63,38,48,96,47,50,34,38,68,59,78,44
12.08.2017,59,41,70,64,38,49,97,48,51,34,38,69,60,79,44
13.08.2017,64,46,77,70,41,57,101,52,54,37,44,73,67,84,46
14.08.2017,56,40,66,58,37,47,93,46,49,34,36,67,56,73,44
15.08.2017,56,39,66,58,37,47,93,46,48,32,36,66,56,74,43
16.08.2017,57,39,67,59,37,48,95,47,49,33,36,67,58,75,43
17.08.2017,57,41,68,60,39,48,95,47,50,33,37,67,58,76,44
18.08.2017,60,41,69,62,38,50,97,48,51,35,39,68,59,78,46
19.08.2017,58,41,67,60,40,49,97,48,50,34,37,67,59,75,44
20.08.2017,59,41,,66,39,50,102,49,51,35,41,75,60,82,46
21.08.2017,57,39,,60,37,48,94,46,49,33,37,70,57,75,43
22.08.2017,59,40,,60,37,50,95,47,50,34,37,68,58,75,44
23.08.2017,57,41,67,58,37,49,91,48,52,34,36,65,58,72,44
24.08.2017,60,,69,68,37,52,96,47,,33,44,73,57,79,44
25.08.2017,57,41,66,59,37,48,90,,49,33,36,67,,73,44
26.08.2017,58,43,68,58,40,48,93,49,52,36,37,64,57,72,47
27.08.2017,56,40,64,57,37,46,90,45,47,32,35,64,55,70,43
28.08.2017,56,41,65,57,36,47,90,46,48,32,35,64,56,71,43
29.08.2017,57,41,66,58,36,47,91,46,49,33,35,65,56,71,43
30.08.2017,57,41,66,59,36,,91,46,49,33,36,65,57,,43
31.08.2017,57,43,67,59,37,48,92,47,49,34,36,65,58,72,44
01.09.2017,57,43,,59,38,48,92,47,51,34,,66,58,73,45
02.09.2017,57,42,67,61,37,49,93,47,50,34,37,67,58,74,45
03.09.2017,59,42,69,62,44,51,95,51,53,41,39,71,61,74,45
04.09.2017,57,41,66,57,39,47,92,47,49,33,36,64,57,71,44
05.09.2017,58,41,66,57,40,47,93,45,48,32,35,64,56,71,43
06.09.2017,58,41,66,58,35,47,93,45,48,32,36,,57,70,43
07.09.2017,58,41,67,58,35,47,94,46,48,32,36,,57,71,44
08.09.2017,60,44,68,61,36,49,96,48,50,34,37,,60,73,46
09.09.2017,59,42,68,59,36,48,94,47,49,34,38,,59,73,45
10.09.2017,59,43,68,59,41,49,94,49,53,36,37,,58,72,47
11.09.2017,63,42,73,64,39,52,99,52,51,40,44,68,61,79,47
12.09.2017,57,40,65,59,37,48,93,45,48,32,37,68,55,73,43
13.09.2017,59,44,68,61,40,50,93,54,53,39,38,,58,73,48
14.09.2017,59,39,67,59,36,48,98,46,48,33,37,67,56,72,44
15.09.2017,56,40,67,58,37,50,91,47,49,35,36,63,57,71,44
16.09.2017,57,39,65,60,37,49,91,45,47,33,36,65,55,74,43
17.09.2017,56,39,64,57,35,49,89,46,49,34,35,63,54,69,45
18.09.2017,56,39,64,56,35,46,89,45,48,31,34,63,54,70,43
19.09.2017,62,40,71,69,35,60,102,47,48,39,47,75,61,88,43
20.09.2017,56,40,65,57,37,46,90,45,49,32,35,65,53,71,43
21.09.2017,56,40,64,56,36,45,88,48,48,32,34,62,54,69,43
22.09.2017,56,40,64,58,36,47,89,45,48,33,34,65,55,70,44
23.09.2017,57,41,64,57,36,46,89,45,48,32,35,63,54,69,44
24.09.2017,57,41,65,57,36,46,90,45,48,32,35,64,55,70,44
25.09.2017,58,41,66,58,37,47,91,46,49,33,36,65,56,71,45
26.09.2017,58,41,66,58,37,47,92,46,49,32,36,,56,71,44
27.09.2017,58,41,66,58,36,47,91,46,49,32,36,,56,71,44
28.09.2017,58,41,66,58,36,47,91,46,49,32,35,65,56,71,44
29.09.2017,58,41,65,58,36,46,91,45,48,32,35,64,55,71,43
30.09.2017,59,41,67,59,37,47,92,47,49,33,36,66,57,72,44
01.10.2017,59,41,67,58,36,47,91,46,49,33,36,65,56,72,44
02.10.2017,58,41,66,58,37,47,91,46,49,32,36,65,56,72,44
03.10.2017,58,42,65,58,38,47,91,46,49,32,36,65,56,72,44
04.10.2017,62,46,74,64,42,53,96,54,56,43,42,70,64,78,47
05.10.2017,57,41,65,57,36,46,91,46,48,34,36,64,55,70,44
06.10.2017,56,39,64,57,39,46,89,45,48,32,34,64,53,71,43
07.10.2017,59,39,65,57,39,46,90,45,47,31,35,63,55,70,43
08.10.2017,56,40,65,60,37,48,90,46,51,34,35,64,55,71,45
09.10.2017,57,42,66,57,39,48,91,47,49,33,38,65,57,72,45
10.10.2017,64,41,68,59,35,48,99,50,49,33,41,65,57,71,48
11.10.2017,59,52,73,64,44,58,91,69,62,48,39,67,68,77,57
12.10.2017,58,40,70,60,35,51,96,48,51,33,39,65,56,72,44
13.10.2017,58,42,68,59,38,48,91,48,50,34,38,64,57,71,46
14.10.2017,56,40,66,56,35,46,89,45,48,31,34,63,53,70,44
15.10.2017,57,41,66,57,37,46,90,46,49,33,36,63,55,71,44
16.10.2017,56,38,64,56,35,45,90,44,47,29,34,63,53,69,43
17.10.2017,57,38,65,57,35,46,89,45,47,30,35,63,55,70,43
18.10.2017,,40,66,57,36,46,90,47,50,31,37,64,56,70,45
19.10.2017,56,38,65,57,35,46,90,45,48,30,34,63,54,69,43
20.10.2017,55,38,64,56,35,45,89,44,46,29,34,62,53,69,42
21.10.2017,57,38,65,57,35,46,89,45,47,30,34,63,54,70,43
22.10.2017,57,38,66,57,35,46,90,46,47,30,34,64,55,70,43
23.10.2017,56,38,64,57,35,46,90,46,48,30,34,64,54,70,43
24.10.2017,56,38,64,57,35,45,90,45,47,29,34,,54,70,42
25.10.2017,56,38,65,,35,46,90,45,47,30,34,,54,69,42
26.10.2017,56,48,64,58,43,47,90,46,50,34,35,,56,71,44
27.10.2017,60,41,67,60,39,49,92,45,48,32,45,66,53,72,45
28.10.2017,56,39,61,55,35,43,89,41,46,29,34,63,50,69,45
29.10.2017,57,43,64,57,39,46,91,46,52,34,36,64,53,72,45
30.10.2017,59,42,65,57,38,47,94,49,52,32,35,64,56,70,50
31.10.2017,63,41,71,59,37,48,96,48,50,32,38,68,55,75,45
01.11.2017,55,37,62,56,34,45,90,44,46,29,34,63,53,69,42
02.11.2017,56,40,63,57,35,47,89,45,49,32,34,63,54,70,43
03.11.2017,55,40,63,57,38,46,89,45,47,30,34,63,54,70,42
04.11.2017,56,38,64,57,35,45,89,45,47,29,34,63,54,69,43
05.11.2017,55,38,64,56,35,45,88,44,47,30,34,63,54,69,43
06.11.2017,56,39,64,57,36,46,89,45,47,30,34,63,54,70,43
07.11.2017,57,42,66,59,37,48,91,47,50,33,36,65,56,72,44
08.11.2017,55,38,64,57,35,45,89,45,47,29,34,63,54,69,42
09.11.2017,56,38,64,57,35,45,89,45,47,30,34,64,54,70,42
10.11.2017,57,41,67,59,39,49,91,49,54,34,36,65,58,71,45
11.11.2017,57,38,68,59,37,49,92,48,49,38,37,65,59,73,44
12.11.2017,59,41,70,61,41,50,96,50,52,36,39,67,59,75,45
13.11.2017,56,39,,57,37,48,90,46,49,33,35,64,55,71,46
14.11.2017,55,38,,56,35,45,88,44,47,28,34,62,53,69,45
15.11.2017,55,38,64,56,35,45,89,44,47,28,34,63,53,69,42
16.11.2017,55,39,64,57,35,46,89,45,49,29,34,63,54,69,44
17.11.2017,56,38,64,56,34,45,91,44,46,28,34,63,53,69,42
18.11.2017,55,39,,56,36,46,89,45,48,30,34,63,54,70,43
19.11.2017,55,39,,56,36,45,88,44,47,29,34,62,53,69,43
20.11.2017,56,40,,57,35,46,89,46,49,31,35,63,55,70,43
21.11.2017,55,39,62,57,35,45,89,44,47,29,34,64,53,70,43
22.11.2017,56,38,63,57,36,45,89,44,47,29,34,63,54,70,45
23.11.2017,55,38,63,57,34,45,90,44,47,29,34,63,54,70,41
24.11.2017,55,43,64,57,40,46,89,46,48,31,35,63,55,70,42
25.11.2017,57,40,67,59,38,50,90,51,53,36,37,65,59,72,45
26.11.2017,60,37,69,59,35,48,93,49,48,35,37,67,57,73,44
27.11.2017,62,39,,61,36,54,99,55,51,39,43,66,63,76,47
28.11.2017,54,39,,56,36,45,88,44,46,28,33,62,53,69,42
29.11.2017,55,40,64,56,37,45,89,45,48,30,34,63,54,69,42
30.11.2017,56,40,64,59,36,46,92,45,48,30,37,66,53,71,44
01.12.2017,59,39,67,60,36,50,92,48,49,33,39,68,57,73,45
02.12.2017,67,62,,65,53,59,94,59,61,45,50,70,67,78,52
03.12.2017,55,39,,53,36,42,83,43,46,28,34,62,50,64,45
04.12.2017,54,41,,51,37,41,82,46,49,32,33,59,50,63,44
05.12.2017,55,38,,52,34,41,84,45,46,28,33,60,50,64,42
06.12.2017,55,39,61,53,35,43,82,44,47,29,34,60,51,64,43
07.12.2017,54,37,59,47,34,38,80,41,43,26,32,55,47,60,42
08.12.2017,55,41,60,49,38,40,78,43,46,29,33,56,49,62,43
09.12.2017,57,41,61,52,37,43,76,48,53,33,35,59,50,65,44
10.12.2017,54,38,61,52,34,42,74,44,46,27,33,60,50,67,42
11.12.2017,55,38,62,54,34,43,76,44,46,28,33,60,52,68,42
12.12.2017,54,37,62,54,35,43,75,44,46,28,33,60,52,68,42
13.12.2017,59,51,71,61,53,53,81,58,60,48,41,65,66,77,50
14.12.2017,56,38,64,59,35,48,82,44,47,29,37,64,54,72,42
15.12.2017,54,38,61,55,35,44,79,43,47,28,33,62,51,68,42
16.12.2017,55,41,61,55,38,44,79,43,49,29,34,62,51,67,42
17.12.2017,53,41,59,54,36,43,78,41,47,27,33,62,50,65,42
18.12.2017,54,38,60,55,35,44,79,42,47,28,33,61,50,65,43
19.12.2017,53,38,59,53,34,43,77,41,46,27,33,61,50,64,42
20.12.2017,54,38,60,53,35,43,78,42,47,28,33,62,50,65,42
21.12.2017,53,38,59,53,34,42,78,42,47,28,33,60,49,65,42
22.12.2017,55,39,60,54,37,43,78,46,49,31,34,61,51,66,44
23.12.2017,54,38,,50,35,42,73,44,46,28,31,58,50,63,42
24.12.2017,55,39,,51,36,42,72,44,47,29,32,58,50,63,43
25.12.2017,54,37,54,50,35,41,68,43,46,27,30,56,48,63,42
26.12.2017,55,40,56,51,35,43,69,45,49,30,32,57,50,64,44
27.12.2017,56,41,59,55,36,46,67,46,50,31,33,61,52,69,44
28.12.2017,55,38,62,56,34,46,70,44,47,28,34,63,53,70,43
29.12.2017,56,41,63,57,37,46,73,45,48,29,34,64,54,71,44
30.12.2017,59,39,68,62,36,54,81,52,52,39,39,66,64,76,46
31.12.2017,55,38,63,55,35,45,86,43,47,28,33,63,52,69,43
01.01.2016,54,37,63,56,35,44,92,43,46,28,36,64,54,69,42
02.01.2016,,37,63,56,35,44,94,44,46,28,36,65,54,70,43
03.01.2016,,38,63,56,34,44,91,44,46,29,36,64,54,69,42
04.01.2016,,37,61,55,34,43,90,44,46,28,36,62,53,67,41
05.01.2016,,38,61,54,35,44,91,45,46,29,36,62,54,68,42
06.01.2016,,37,60,56,34,44,92,44,46,29,36,63,53,68,40
07.01.2016,,37,61,55,34,44,92,45,46,29,37,63,53,67,40
08.01.2016,53,37,62,55,35,44,92,45,46,30,37,64,54,68,41
09.01.2016,53,37,60,54,35,43,90,44,46,29,36,63,53,67,40
10.01.2016,52,37,61,54,35,44,90,45,47,30,36,63,53,67,41
11.01.2016,52,37,61,54,35,44,90,45,47,30,36,63,53,67,41
12.01.2016,54,37,61,56,31,45,86,45,45,29,37,61,53,67,42
13.01.2016,49,36,56,51,31,39,85,42,43,27,33,59,48,63,39
14.01.2016,48,32,55,49,29,38,84,39,41,26,32,58,47,62,37
15.01.2016,48,31,54,49,29,38,81,40,40,26,32,58,47,62,37
16.01.2016,46,33,54,49,29,38,77,38,39,26,32,58,46,62,37
17.01.2016,47,32,55,49,30,38,77,38,40,26,33,58,46,62,37
18.01.2016,47,30,53,48,28,37,76,36,37,25,32,57,45,60,37
19.01.2016,43,30,51,48,29,37,72,35,37,25,31,57,44,60,37
20.01.2016,44,31,51,48,29,38,71,36,37,26,31,57,46,60,36
21.01.2016,44,31,50,48,29,37,70,37,38,25,31,57,45,59,37
